Location,Latitude,Longitude,Timestamp,Datetime,Year,Month,Day,Hour,T2M,RH2M,WS10M,WS50M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,SZA
Karnali_Center,29.267,82.183,2025010100,2025-01-01 00:00:00,2025,1,1,0,-0.03,38.34,2.06,2.24,38.43,0.0,90.0
Karnali_Center,29.267,82.183,2025010101,2025-01-01 01:00:00,2025,1,1,1,-0.05,37.63,2.09,2.26,7.45,0.0,90.0
Karnali_Center,29.267,82.183,2025010102,2025-01-01 02:00:00,2025,1,1,2,-0.18,36.87,2.18,2.34,27.89,0.0,90.0
Karnali_Center,29.267,82.183,2025010103,2025-01-01 03:00:00,2025,1,1,3,-0.21,35.98,2.19,2.34,34.65,0.0,90.0
Karnali_Center,29.267,82.183,2025010104,2025-01-01 04:00:00,2025,1,1,4,-0.21,35.02,2.18,2.33,34.69,0.0,90.0
Karnali_Center,29.267,82.183,2025010105,2025-01-01 05:00:00,2025,1,1,5,-0.29,34.48,2.24,2.37,35.27,0.0,90.0
Karnali_Center,29.267,82.183,2025010106,2025-01-01 06:00:00,2025,1,1,6,-0.1,34.34,2.26,2.39,39.21,13.93,88.46
Karnali_Center,29.267,82.183,2025010107,2025-01-01 07:00:00,2025,1,1,7,2.67,49.02,1.86,2.24,39.57,160.23,78.66
Karnali_Center,29.267,82.183,2025010108,2025-01-01 08:00:00,2025,1,1,8,7.02,25.73,1.69,1.58,47.74,308.08,68.66
Karnali_Center,29.267,82.183,2025010109,2025-01-01 09:00:00,2025,1,1,9,10.24,19.21,1.21,1.0,49.37,454.42,60.43
Karnali_Center,29.267,82.183,2025010110,2025-01-01 10:00:00,2025,1,1,10,11.79,17.91,2.11,1.67,51.99,557.78,54.81
Karnali_Center,29.267,82.183,2025010111,2025-01-01 11:00:00,2025,1,1,11,12.62,17.89,3.03,2.52,54.41,594.03,52.64
Karnali_Center,29.267,82.183,2025010112,2025-01-01 12:00:00,2025,1,1,12,12.8,18.91,3.84,3.27,55.34,559.85,54.35
Karnali_Center,29.267,82.183,2025010113,2025-01-01 13:00:00,2025,1,1,13,12.32,20.96,4.2,3.63,45.47,476.02,59.59
Karnali_Center,29.267,82.183,2025010114,2025-01-01 14:00:00,2025,1,1,14,11.12,24.43,3.97,3.49,43.8,325.08,67.55
Karnali_Center,29.267,82.183,2025010115,2025-01-01 15:00:00,2025,1,1,15,8.84,33.44,2.82,2.88,31.06,186.05,77.38
Karnali_Center,29.267,82.183,2025010116,2025-01-01 16:00:00,2025,1,1,16,4.54,53.57,1.68,2.12,27.14,22.88,87.67
Karnali_Center,29.267,82.183,2025010117,2025-01-01 17:00:00,2025,1,1,17,3.27,52.07,1.06,1.35,22.69,0.0,90.0
Karnali_Center,29.267,82.183,2025010118,2025-01-01 18:00:00,2025,1,1,18,2.23,55.15,1.08,1.25,25.58,0.0,90.0
Karnali_Center,29.267,82.183,2025010119,2025-01-01 19:00:00,2025,1,1,19,1.29,55.93,1.73,1.9,31.01,0.0,90.0
Karnali_Center,29.267,82.183,2025010120,2025-01-01 20:00:00,2025,1,1,20,0.67,53.82,2.1,2.26,37.13,0.0,90.0
Karnali_Center,29.267,82.183,2025010121,2025-01-01 21:00:00,2025,1,1,21,0.41,50.06,2.24,2.39,35.83,0.0,90.0
Karnali_Center,29.267,82.183,2025010122,2025-01-01 22:00:00,2025,1,1,22,0.2,46.52,2.37,2.49,37.66,0.0,90.0
Karnali_Center,29.267,82.183,2025010123,2025-01-01 23:00:00,2025,1,1,23,0.01,43.56,2.51,2.61,37.08,0.0,90.0
Karnali_Center,29.267,82.183,2025010200,2025-01-02 00:00:00,2025,1,2,0,-0.19,41.76,2.65,2.72,32.61,0.0,90.0
Karnali_Center,29.267,82.183,2025010201,2025-01-02 01:00:00,2025,1,2,1,-0.27,39.7,2.7,2.76,4.3,0.0,90.0
Karnali_Center,29.267,82.183,2025010202,2025-01-02 02:00:00,2025,1,2,2,-0.2,38.88,2.68,2.7,28.23,0.0,90.0
Karnali_Center,29.267,82.183,2025010203,2025-01-02 03:00:00,2025,1,2,3,-0.16,37.99,2.64,2.64,47.64,0.0,90.0
Karnali_Center,29.267,82.183,2025010204,2025-01-02 04:00:00,2025,1,2,4,-0.44,38.11,2.73,2.72,38.92,0.0,90.0
Karnali_Center,29.267,82.183,2025010205,2025-01-02 05:00:00,2025,1,2,5,-0.65,38.0,2.79,2.75,45.23,0.0,90.0
Karnali_Center,29.267,82.183,2025010206,2025-01-02 06:00:00,2025,1,2,6,-0.62,38.74,2.81,2.78,47.11,14.02,88.49
Karnali_Center,29.267,82.183,2025010207,2025-01-02 07:00:00,2025,1,2,7,2.52,50.64,2.43,2.8,41.69,166.8,78.69
Karnali_Center,29.267,82.183,2025010208,2025-01-02 08:00:00,2025,1,2,8,7.48,27.01,2.97,2.54,49.67,321.83,68.66
Karnali_Center,29.267,82.183,2025010209,2025-01-02 09:00:00,2025,1,2,9,11.15,19.27,1.79,1.65,51.05,470.2,60.41
Karnali_Center,29.267,82.183,2025010210,2025-01-02 10:00:00,2025,1,2,10,13.87,14.94,1.03,0.68,52.73,576.08,54.76
Karnali_Center,29.267,82.183,2025010211,2025-01-02 11:00:00,2025,1,2,11,14.96,14.72,2.57,2.16,54.46,613.38,52.56
Karnali_Center,29.267,82.183,2025010212,2025-01-02 12:00:00,2025,1,2,12,15.17,15.58,3.51,3.03,46.83,576.35,54.24
Karnali_Center,29.267,82.183,2025010213,2025-01-02 13:00:00,2025,1,2,13,14.63,17.52,4.18,3.69,53.79,475.02,59.46
Karnali_Center,29.267,82.183,2025010214,2025-01-02 14:00:00,2025,1,2,14,13.31,21.05,4.13,3.76,48.31,328.73,67.41
Karnali_Center,29.267,82.183,2025010215,2025-01-02 15:00:00,2025,1,2,15,10.72,34.41,2.47,2.88,37.28,189.23,77.24
Karnali_Center,29.267,82.183,2025010216,2025-01-02 16:00:00,2025,1,2,16,6.83,47.6,1.53,1.9,34.38,24.2,87.58
Karnali_Center,29.267,82.183,2025010217,2025-01-02 17:00:00,2025,1,2,17,5.86,45.94,1.04,1.25,27.21,0.0,90.0
Karnali_Center,29.267,82.183,2025010218,2025-01-02 18:00:00,2025,1,2,18,5.25,47.44,1.49,1.7,28.95,0.0,90.0
Karnali_Center,29.267,82.183,2025010219,2025-01-02 19:00:00,2025,1,2,19,4.33,45.46,1.81,2.0,69.05,0.0,90.0
Karnali_Center,29.267,82.183,2025010220,2025-01-02 20:00:00,2025,1,2,20,3.85,43.44,1.92,2.1,95.59,0.0,90.0
Karnali_Center,29.267,82.183,2025010221,2025-01-02 21:00:00,2025,1,2,21,3.37,43.44,2.15,2.31,90.3,0.0,90.0
Karnali_Center,29.267,82.183,2025010222,2025-01-02 22:00:00,2025,1,2,22,3.09,43.53,2.31,2.46,73.42,0.0,90.0
Karnali_Center,29.267,82.183,2025010223,2025-01-02 23:00:00,2025,1,2,23,2.89,43.21,2.38,2.54,54.15,0.0,90.0
Karnali_Center,29.267,82.183,2025010300,2025-01-03 00:00:00,2025,1,3,0,2.74,42.72,2.43,2.58,68.51,0.0,90.0
Karnali_Center,29.267,82.183,2025010301,2025-01-03 01:00:00,2025,1,3,1,2.67,42.14,2.44,2.58,53.57,0.0,90.0
Karnali_Center,29.267,82.183,2025010302,2025-01-03 02:00:00,2025,1,3,2,2.62,41.18,2.45,2.59,77.43,0.0,90.0
Karnali_Center,29.267,82.183,2025010303,2025-01-03 03:00:00,2025,1,3,3,2.45,38.98,2.44,2.55,83.74,0.0,90.0
Karnali_Center,29.267,82.183,2025010304,2025-01-03 04:00:00,2025,1,3,4,2.3,37.33,2.42,2.49,69.62,0.0,90.0
Karnali_Center,29.267,82.183,2025010305,2025-01-03 05:00:00,2025,1,3,5,2.39,36.32,2.4,2.43,66.09,0.0,90.0
Karnali_Center,29.267,82.183,2025010306,2025-01-03 06:00:00,2025,1,3,6,2.57,35.72,2.39,2.39,67.98,11.0,88.5
Karnali_Center,29.267,82.183,2025010307,2025-01-03 07:00:00,2025,1,3,7,4.73,45.75,2.15,2.32,66.97,137.05,78.71
Karnali_Center,29.267,82.183,2025010308,2025-01-03 08:00:00,2025,1,3,8,9.16,32.98,2.13,2.05,71.78,269.27,68.66
Karnali_Center,29.267,82.183,2025010309,2025-01-03 09:00:00,2025,1,3,9,12.6,20.27,0.76,0.67,72.11,408.3,60.38
Karnali_Center,29.267,82.183,2025010310,2025-01-03 10:00:00,2025,1,3,10,14.54,17.36,1.4,1.18,74.39,496.38,54.7
Karnali_Center,29.267,82.183,2025010311,2025-01-03 11:00:00,2025,1,3,11,15.43,16.85,2.5,2.23,76.07,517.7,52.46
Karnali_Center,29.267,82.183,2025010312,2025-01-03 12:00:00,2025,1,3,12,15.76,17.0,3.07,2.77,80.45,510.5,54.12
Karnali_Center,29.267,82.183,2025010313,2025-01-03 13:00:00,2025,1,3,13,15.38,17.87,3.25,2.97,82.22,413.17,59.33
Karnali_Center,29.267,82.183,2025010314,2025-01-03 14:00:00,2025,1,3,14,14.23,20.17,2.98,2.81,70.07,295.12,67.27
Karnali_Center,29.267,82.183,2025010315,2025-01-03 15:00:00,2025,1,3,15,11.59,39.32,1.73,2.31,52.08,171.32,77.1
Karnali_Center,29.267,82.183,2025010316,2025-01-03 16:00:00,2025,1,3,16,8.77,40.54,1.28,1.63,38.99,23.42,87.49
Karnali_Center,29.267,82.183,2025010317,2025-01-03 17:00:00,2025,1,3,17,8.05,35.6,0.8,0.97,24.46,0.0,90.0
Karnali_Center,29.267,82.183,2025010318,2025-01-03 18:00:00,2025,1,3,18,6.34,39.19,1.31,1.43,17.42,0.0,90.0
Karnali_Center,29.267,82.183,2025010319,2025-01-03 19:00:00,2025,1,3,19,5.59,38.23,1.73,1.83,21.4,0.0,90.0
Karnali_Center,29.267,82.183,2025010320,2025-01-03 20:00:00,2025,1,3,20,4.67,38.17,2.05,2.13,25.54,0.0,90.0
Karnali_Center,29.267,82.183,2025010321,2025-01-03 21:00:00,2025,1,3,21,3.62,38.89,2.37,2.43,27.88,0.0,90.0
Karnali_Center,29.267,82.183,2025010322,2025-01-03 22:00:00,2025,1,3,22,2.83,38.78,2.57,2.59,26.02,0.0,90.0
Karnali_Center,29.267,82.183,2025010323,2025-01-03 23:00:00,2025,1,3,23,2.19,38.3,2.68,2.69,37.17,0.0,90.0
Karnali_Center,29.267,82.183,2025010400,2025-01-04 00:00:00,2025,1,4,0,1.58,37.79,2.8,2.77,3.95,0.0,90.0
Karnali_Center,29.267,82.183,2025010401,2025-01-04 01:00:00,2025,1,4,1,1.06,37.28,2.87,2.82,36.43,0.0,90.0
Karnali_Center,29.267,82.183,2025010402,2025-01-04 02:00:00,2025,1,4,2,0.82,36.48,2.91,2.84,24.62,0.0,90.0
Karnali_Center,29.267,82.183,2025010403,2025-01-04 03:00:00,2025,1,4,3,0.91,34.82,2.86,2.78,42.66,0.0,90.0
Karnali_Center,29.267,82.183,2025010404,2025-01-04 04:00:00,2025,1,4,4,1.07,32.84,2.79,2.73,42.09,0.0,90.0
Karnali_Center,29.267,82.183,2025010405,2025-01-04 05:00:00,2025,1,4,5,1.42,30.67,2.69,2.63,42.75,0.0,90.0
Karnali_Center,29.267,82.183,2025010406,2025-01-04 06:00:00,2025,1,4,6,1.94,29.57,2.62,2.56,44.57,12.52,88.52
Karnali_Center,29.267,82.183,2025010407,2025-01-04 07:00:00,2025,1,4,7,4.81,42.21,2.31,2.47,38.87,162.1,78.73
Karnali_Center,29.267,82.183,2025010408,2025-01-04 08:00:00,2025,1,4,8,9.98,27.86,2.33,2.22,46.93,323.1,68.66
Karnali_Center,29.267,82.183,2025010409,2025-01-04 09:00:00,2025,1,4,9,13.77,16.1,0.94,0.81,49.0,473.15,60.35
Karnali_Center,29.267,82.183,2025010410,2025-01-04 10:00:00,2025,1,4,10,16.42,13.07,2.11,1.9,50.88,584.55,54.63
Karnali_Center,29.267,82.183,2025010411,2025-01-04 11:00:00,2025,1,4,11,17.32,12.57,3.2,2.94,53.55,626.38,52.36
Karnali_Center,29.267,82.183,2025010412,2025-01-04 12:00:00,2025,1,4,12,17.48,12.72,3.73,3.48,40.02,638.72,53.99
Karnali_Center,29.267,82.183,2025010413,2025-01-04 13:00:00,2025,1,4,13,17.04,13.36,3.85,3.66,54.23,488.48,59.19
Karnali_Center,29.267,82.183,2025010414,2025-01-04 14:00:00,2025,1,4,14,15.78,15.12,3.5,3.41,46.76,347.1,67.12
Karnali_Center,29.267,82.183,2025010415,2025-01-04 15:00:00,2025,1,4,15,12.85,32.54,1.97,2.61,33.7,194.43,76.95
Karnali_Center,29.267,82.183,2025010416,2025-01-04 16:00:00,2025,1,4,16,9.44,34.38,1.24,1.58,33.19,25.15,87.39
Karnali_Center,29.267,82.183,2025010417,2025-01-04 17:00:00,2025,1,4,17,8.04,30.94,0.86,0.97,24.93,0.0,90.0
Karnali_Center,29.267,82.183,2025010418,2025-01-04 18:00:00,2025,1,4,18,6.07,34.34,1.68,1.78,22.06,0.0,90.0
Karnali_Center,29.267,82.183,2025010419,2025-01-04 19:00:00,2025,1,4,19,4.87,34.39,2.1,2.17,19.13,0.0,90.0
Karnali_Center,29.267,82.183,2025010420,2025-01-04 20:00:00,2025,1,4,20,3.94,33.99,2.26,2.31,24.23,0.0,90.0
Karnali_Center,29.267,82.183,2025010421,2025-01-04 21:00:00,2025,1,4,21,3.01,34.47,2.45,2.49,28.41,0.0,90.0
Karnali_Center,29.267,82.183,2025010422,2025-01-04 22:00:00,2025,1,4,22,2.12,34.75,2.6,2.64,30.93,0.0,90.0
Karnali_Center,29.267,82.183,2025010423,2025-01-04 23:00:00,2025,1,4,23,1.36,35.13,2.71,2.75,33.92,0.0,90.0
Karnali_Center,29.267,82.183,2025010500,2025-01-05 00:00:00,2025,1,5,0,0.84,34.65,2.78,2.82,5.47,0.0,90.0
Karnali_Center,29.267,82.183,2025010501,2025-01-05 01:00:00,2025,1,5,1,0.59,33.63,2.79,2.84,22.52,0.0,90.0
Karnali_Center,29.267,82.183,2025010502,2025-01-05 02:00:00,2025,1,5,2,0.69,32.1,2.74,2.79,22.72,0.0,90.0
Karnali_Center,29.267,82.183,2025010503,2025-01-05 03:00:00,2025,1,5,3,1.12,29.71,2.6,2.65,33.65,0.0,90.0
Karnali_Center,29.267,82.183,2025010504,2025-01-05 04:00:00,2025,1,5,4,2.27,25.75,2.14,2.13,39.1,0.0,90.0
Karnali_Center,29.267,82.183,2025010505,2025-01-05 05:00:00,2025,1,5,5,2.75,24.28,1.66,1.64,34.77,0.0,90.0
Karnali_Center,29.267,82.183,2025010506,2025-01-05 06:00:00,2025,1,5,6,3.51,23.32,1.49,1.47,41.7,12.77,88.53
Karnali_Center,29.267,82.183,2025010507,2025-01-05 07:00:00,2025,1,5,7,5.65,29.61,1.26,1.28,49.08,147.12,78.74
Karnali_Center,29.267,82.183,2025010508,2025-01-05 08:00:00,2025,1,5,8,9.14,27.54,0.86,0.81,58.62,274.48,68.65
Karnali_Center,29.267,82.183,2025010509,2025-01-05 09:00:00,2025,1,5,9,11.64,15.09,1.56,1.67,62.17,408.33,60.31
Karnali_Center,29.267,82.183,2025010510,2025-01-05 10:00:00,2025,1,5,10,12.6,14.4,2.75,2.62,67.32,499.62,54.56
Karnali_Center,29.267,82.183,2025010511,2025-01-05 11:00:00,2025,1,5,11,12.92,14.95,3.27,3.06,86.06,565.25,52.26
Karnali_Center,29.267,82.183,2025010512,2025-01-05 12:00:00,2025,1,5,12,12.94,15.92,3.58,3.34,78.37,504.0,53.86
Karnali_Center,29.267,82.183,2025010513,2025-01-05 13:00:00,2025,1,5,13,12.65,17.47,3.67,3.43,82.97,397.23,59.04
Karnali_Center,29.267,82.183,2025010514,2025-01-05 14:00:00,2025,1,5,14,11.9,20.0,3.5,3.29,72.87,283.8,66.97
Karnali_Center,29.267,82.183,2025010515,2025-01-05 15:00:00,2025,1,5,15,9.83,31.71,2.37,2.67,60.13,167.85,76.8
Karnali_Center,29.267,82.183,2025010516,2025-01-05 16:00:00,2025,1,5,16,6.15,45.15,1.45,1.81,51.33,23.95,87.29
Karnali_Center,29.267,82.183,2025010517,2025-01-05 17:00:00,2025,1,5,17,5.47,41.35,0.66,0.8,38.38,0.0,90.0
Karnali_Center,29.267,82.183,2025010518,2025-01-05 18:00:00,2025,1,5,18,4.08,44.75,1.01,1.07,45.15,0.0,90.0
Karnali_Center,29.267,82.183,2025010519,2025-01-05 19:00:00,2025,1,5,19,3.0,46.03,1.51,1.61,48.45,0.0,90.0
Karnali_Center,29.267,82.183,2025010520,2025-01-05 20:00:00,2025,1,5,20,2.5,44.69,1.69,1.79,41.42,0.0,90.0
Karnali_Center,29.267,82.183,2025010521,2025-01-05 21:00:00,2025,1,5,21,1.99,43.54,1.75,1.86,21.09,0.0,90.0
Karnali_Center,29.267,82.183,2025010522,2025-01-05 22:00:00,2025,1,5,22,1.52,42.46,1.75,1.87,25.86,0.0,90.0
Karnali_Center,29.267,82.183,2025010523,2025-01-05 23:00:00,2025,1,5,23,1.04,41.63,1.71,1.84,27.82,0.0,90.0
Karnali_Center,29.267,82.183,2025010600,2025-01-06 00:00:00,2025,1,6,0,0.84,39.9,1.52,1.64,25.33,0.0,90.0
Karnali_Center,29.267,82.183,2025010601,2025-01-06 01:00:00,2025,1,6,1,0.42,39.09,1.39,1.53,3.83,0.0,90.0
Karnali_Center,29.267,82.183,2025010602,2025-01-06 02:00:00,2025,1,6,2,0.31,38.45,1.35,1.49,12.95,0.0,90.0
Karnali_Center,29.267,82.183,2025010603,2025-01-06 03:00:00,2025,1,6,3,0.22,37.94,1.21,1.32,27.64,0.0,90.0
Karnali_Center,29.267,82.183,2025010604,2025-01-06 04:00:00,2025,1,6,4,0.41,37.97,1.11,1.24,11.52,0.0,90.0
Karnali_Center,29.267,82.183,2025010605,2025-01-06 05:00:00,2025,1,6,5,0.11,40.5,1.2,1.36,38.5,0.0,90.0
Karnali_Center,29.267,82.183,2025010606,2025-01-06 06:00:00,2025,1,6,6,0.2,42.68,1.25,1.43,43.13,12.02,88.54
Karnali_Center,29.267,82.183,2025010607,2025-01-06 07:00:00,2025,1,6,7,2.77,49.89,1.08,1.32,50.99,138.68,78.75
Karnali_Center,29.267,82.183,2025010608,2025-01-06 08:00:00,2025,1,6,8,6.03,38.36,1.8,1.99,31.14,249.95,68.63
Karnali_Center,29.267,82.183,2025010609,2025-01-06 09:00:00,2025,1,6,9,7.96,33.82,3.19,3.06,31.65,388.3,60.26
Karnali_Center,29.267,82.183,2025010610,2025-01-06 10:00:00,2025,1,6,10,8.93,32.47,4.1,3.78,34.24,476.2,54.47
Karnali_Center,29.267,82.183,2025010611,2025-01-06 11:00:00,2025,1,6,11,9.36,33.56,4.8,4.44,36.35,486.23,52.14
Karnali_Center,29.267,82.183,2025010612,2025-01-06 12:00:00,2025,1,6,12,9.27,35.6,5.12,4.77,42.4,448.0,53.72
Karnali_Center,29.267,82.183,2025010613,2025-01-06 13:00:00,2025,1,6,13,8.66,38.5,5.01,4.71,80.85,361.55,58.89
Karnali_Center,29.267,82.183,2025010614,2025-01-06 14:00:00,2025,1,6,14,7.55,41.94,4.55,4.29,77.95,271.98,66.82
Karnali_Center,29.267,82.183,2025010615,2025-01-06 15:00:00,2025,1,6,15,5.88,47.78,3.75,3.62,72.6,154.4,76.64
Karnali_Center,29.267,82.183,2025010616,2025-01-06 16:00:00,2025,1,6,16,2.69,65.96,2.19,2.63,69.64,22.52,87.18
Karnali_Center,29.267,82.183,2025010617,2025-01-06 17:00:00,2025,1,6,17,1.52,72.58,1.55,1.82,65.84,0.0,90.0
Karnali_Center,29.267,82.183,2025010618,2025-01-06 18:00:00,2025,1,6,18,0.95,79.51,1.29,1.55,64.43,0.0,90.0
Karnali_Center,29.267,82.183,2025010619,2025-01-06 19:00:00,2025,1,6,19,0.65,82.89,1.08,1.3,52.02,0.0,90.0
Karnali_Center,29.267,82.183,2025010620,2025-01-06 20:00:00,2025,1,6,20,0.35,85.45,0.94,1.11,57.74,0.0,90.0
Karnali_Center,29.267,82.183,2025010621,2025-01-06 21:00:00,2025,1,6,21,-0.18,88.77,0.88,1.05,65.4,0.0,90.0
Karnali_Center,29.267,82.183,2025010622,2025-01-06 22:00:00,2025,1,6,22,-0.9,93.19,0.9,1.14,58.26,0.0,90.0
Karnali_Center,29.267,82.183,2025010623,2025-01-06 23:00:00,2025,1,6,23,-1.2,93.85,1.02,1.26,55.28,0.0,90.0
Karnali_Center,29.267,82.183,2025010700,2025-01-07 00:00:00,2025,1,7,0,-1.47,92.99,1.17,1.41,57.81,0.0,90.0
Karnali_Center,29.267,82.183,2025010701,2025-01-07 01:00:00,2025,1,7,1,-1.6,90.33,1.26,1.49,40.41,0.0,90.0
Karnali_Center,29.267,82.183,2025010702,2025-01-07 02:00:00,2025,1,7,2,-1.6,86.23,1.32,1.56,53.12,0.0,90.0
Karnali_Center,29.267,82.183,2025010703,2025-01-07 03:00:00,2025,1,7,3,-1.49,80.95,1.29,1.52,46.34,0.0,90.0
Karnali_Center,29.267,82.183,2025010704,2025-01-07 04:00:00,2025,1,7,4,-1.4,76.55,1.24,1.46,39.3,0.0,90.0
Karnali_Center,29.267,82.183,2025010705,2025-01-07 05:00:00,2025,1,7,5,-1.33,72.78,1.22,1.45,38.68,0.0,90.0
Karnali_Center,29.267,82.183,2025010706,2025-01-07 06:00:00,2025,1,7,6,-1.08,69.47,1.17,1.39,46.23,12.57,88.55
Karnali_Center,29.267,82.183,2025010707,2025-01-07 07:00:00,2025,1,7,7,0.46,65.67,1.01,1.19,52.5,146.85,78.75
Karnali_Center,29.267,82.183,2025010708,2025-01-07 08:00:00,2025,1,7,8,2.66,51.14,0.98,1.04,61.77,287.42,68.61
Karnali_Center,29.267,82.183,2025010709,2025-01-07 09:00:00,2025,1,7,9,4.13,41.05,1.48,1.08,68.15,421.25,60.21
Karnali_Center,29.267,82.183,2025010710,2025-01-07 10:00:00,2025,1,7,10,5.28,37.09,2.24,1.71,75.1,492.27,54.39
Karnali_Center,29.267,82.183,2025010711,2025-01-07 11:00:00,2025,1,7,11,6.03,35.42,2.87,2.27,73.01,564.17,52.02
Karnali_Center,29.267,82.183,2025010712,2025-01-07 12:00:00,2025,1,7,12,6.38,35.14,3.24,2.63,61.16,553.3,53.57
Karnali_Center,29.267,82.183,2025010713,2025-01-07 13:00:00,2025,1,7,13,6.35,35.91,3.43,2.85,70.53,440.25,58.73
Karnali_Center,29.267,82.183,2025010714,2025-01-07 14:00:00,2025,1,7,14,5.94,38.29,3.44,2.91,60.26,312.38,66.66
Karnali_Center,29.267,82.183,2025010715,2025-01-07 15:00:00,2025,1,7,15,4.87,44.3,3.3,2.92,48.93,174.82,76.49
Karnali_Center,29.267,82.183,2025010716,2025-01-07 16:00:00,2025,1,7,16,1.57,65.21,2.07,2.58,37.98,27.25,87.08
Karnali_Center,29.267,82.183,2025010717,2025-01-07 17:00:00,2025,1,7,17,-0.4,80.99,1.66,2.03,25.37,0.0,90.0
Karnali_Center,29.267,82.183,2025010718,2025-01-07 18:00:00,2025,1,7,18,-0.59,87.85,0.95,1.24,25.72,0.0,90.0
Karnali_Center,29.267,82.183,2025010719,2025-01-07 19:00:00,2025,1,7,19,-1.03,92.78,0.54,0.75,27.14,0.0,90.0
Karnali_Center,29.267,82.183,2025010720,2025-01-07 20:00:00,2025,1,7,20,-1.84,95.32,1.34,1.49,30.02,0.0,90.0
Karnali_Center,29.267,82.183,2025010721,2025-01-07 21:00:00,2025,1,7,21,-2.73,93.24,1.87,2.02,38.77,0.0,90.0
Karnali_Center,29.267,82.183,2025010722,2025-01-07 22:00:00,2025,1,7,22,-2.94,81.66,2.06,2.2,38.25,0.0,90.0
Karnali_Center,29.267,82.183,2025010723,2025-01-07 23:00:00,2025,1,7,23,-3.05,68.56,2.19,2.3,32.78,0.0,90.0
Karnali_Center,29.267,82.183,2025010800,2025-01-08 00:00:00,2025,1,8,0,-3.18,56.78,2.3,2.4,38.46,0.0,90.0
Karnali_Center,29.267,82.183,2025010801,2025-01-08 01:00:00,2025,1,8,1,-3.47,49.61,2.48,2.57,5.96,0.0,90.0
Karnali_Center,29.267,82.183,2025010802,2025-01-08 02:00:00,2025,1,8,2,-4.09,46.7,2.79,2.85,23.38,0.0,90.0
Karnali_Center,29.267,82.183,2025010803,2025-01-08 03:00:00,2025,1,8,3,-4.59,44.54,2.99,3.02,33.29,0.0,90.0
Karnali_Center,29.267,82.183,2025010804,2025-01-08 04:00:00,2025,1,8,4,-4.82,42.6,3.03,3.05,42.63,0.0,90.0
Karnali_Center,29.267,82.183,2025010805,2025-01-08 05:00:00,2025,1,8,5,-4.92,41.28,3.01,3.05,41.35,0.0,90.0
Karnali_Center,29.267,82.183,2025010806,2025-01-08 06:00:00,2025,1,8,6,-4.68,41.86,2.96,3.06,43.85,13.65,88.55
Karnali_Center,29.267,82.183,2025010807,2025-01-08 07:00:00,2025,1,8,7,-0.37,36.76,2.74,2.99,32.94,179.52,78.74
Karnali_Center,29.267,82.183,2025010808,2025-01-08 08:00:00,2025,1,8,8,3.95,18.22,2.9,2.34,41.68,367.77,68.58
Karnali_Center,29.267,82.183,2025010809,2025-01-08 09:00:00,2025,1,8,9,8.23,13.56,1.06,1.04,49.07,496.75,60.15
Karnali_Center,29.267,82.183,2025010810,2025-01-08 10:00:00,2025,1,8,10,9.87,14.22,2.55,2.16,51.68,595.83,54.29
Karnali_Center,29.267,82.183,2025010811,2025-01-08 11:00:00,2025,1,8,11,10.57,15.46,3.55,3.01,53.66,646.47,51.89
Karnali_Center,29.267,82.183,2025010812,2025-01-08 12:00:00,2025,1,8,12,10.65,17.52,4.26,3.68,37.79,606.65,53.42
Karnali_Center,29.267,82.183,2025010813,2025-01-08 13:00:00,2025,1,8,13,10.18,20.56,4.61,4.04,53.69,508.9,58.56
Karnali_Center,29.267,82.183,2025010814,2025-01-08 14:00:00,2025,1,8,14,9.03,25.12,4.2,3.73,44.75,361.2,66.49
Karnali_Center,29.267,82.183,2025010815,2025-01-08 15:00:00,2025,1,8,15,7.11,32.39,3.09,2.96,29.02,206.05,76.32
Karnali_Center,29.267,82.183,2025010816,2025-01-08 16:00:00,2025,1,8,16,3.13,53.57,1.62,2.07,25.67,30.0,86.96
Karnali_Center,29.267,82.183,2025010817,2025-01-08 17:00:00,2025,1,8,17,1.52,54.55,1.34,1.62,15.26,0.0,90.0
Karnali_Center,29.267,82.183,2025010818,2025-01-08 18:00:00,2025,1,8,18,0.52,57.02,1.63,1.85,20.64,0.0,90.0
Karnali_Center,29.267,82.183,2025010819,2025-01-08 19:00:00,2025,1,8,19,-0.38,58.02,1.9,2.13,21.89,0.0,90.0
Karnali_Center,29.267,82.183,2025010820,2025-01-08 20:00:00,2025,1,8,20,-0.91,56.16,2.02,2.23,27.49,0.0,90.0
Karnali_Center,29.267,82.183,2025010821,2025-01-08 21:00:00,2025,1,8,21,-1.16,53.39,2.02,2.22,24.39,0.0,90.0
Karnali_Center,29.267,82.183,2025010822,2025-01-08 22:00:00,2025,1,8,22,-1.1,50.22,1.9,2.09,22.04,0.0,90.0
Karnali_Center,29.267,82.183,2025010823,2025-01-08 23:00:00,2025,1,8,23,-1.03,48.08,1.75,1.93,34.46,0.0,90.0
Karnali_Center,29.267,82.183,2025010900,2025-01-09 00:00:00,2025,1,9,0,-1.12,47.4,1.73,1.91,4.68,0.0,90.0
Karnali_Center,29.267,82.183,2025010901,2025-01-09 01:00:00,2025,1,9,1,-1.28,47.61,1.77,1.96,26.32,0.0,90.0
Karnali_Center,29.267,82.183,2025010902,2025-01-09 02:00:00,2025,1,9,2,-1.36,48.13,1.78,1.98,12.29,0.0,90.0
